,Unnamed: 0,number_colonies,concentrations,density,running_time
66,66,2,2513.271609845298,0.238543999999841,0.393776
67,67,3,3769.910660677248,0.3384839999997501,0.55165
68,68,4,5026.546236678122,0.4611719999996386,0.702041
69,69,1,1256.6369630112854,0.1256399999999437,0.219634
70,70,3,3769.465482533688,0.3515399999997383,0.548252
71,71,3,3769.455657802872,0.3769519999997152,0.583159
72,72,2,2513.273877614911,0.2514039999998294,0.38965
73,73,2,2513.2660077133637,0.2512879999998295,0.42394
74,74,3,3657.95929899391,0.3409999999997479,0.566051
75,75,3,3769.804878785153,0.3107839999997753,0.549856
76,76,3,3765.099602100041,0.3542599999997358,0.566398
77,77,2,2489.7129419328003,0.2489719999998315,0.392039
78,78,2,2512.3004691582137,0.2506039999998301,0.408462
79,79,2,1355.160519126015,0.1354399999999348,0.392976
80,80,4,5026.44910821745,0.3730239999997187,0.692497
81,81,4,4963.026725368388,0.3944279999996993,0.677203
82,82,3,3769.617010279164,0.3709839999997206,0.566376
83,83,4,5026.488716184461,0.4892279999996131,0.707834
84,84,1,1256.6369630112854,0.1256359999999437,0.220101
85,85,3,3769.9105400538497,0.369479999999722,0.550619
86,86,1,1256.6369630112854,0.1256999999999437,0.250974
87,87,3,3769.9104999582105,0.2822359999998013,0.565855
88,88,3,3746.348384811889,0.3558639999997344,0.53556
89,89,3,3769.713352308552,0.3595919999997309,0.597564
90,90,1,1256.6369630112854,0.1257079999999436,0.220307
91,91,3,3769.902970724648,0.278155999999805,0.581998
92,92,3,3746.349784320688,0.3746079999997173,0.534527
93,93,3,3769.9104999582105,0.3750999999997169,0.534029
94,94,3,3769.910889033856,0.3571399999997332,0.551492
95,95,1,1256.6369630112854,0.1256719999999437,0.220198
96,96,4,5026.54530751126,0.4267479999996699,0.724294
97,97,4,5026.545535867868,0.3872119999997058,0.709865
98,98,5,6283.153021921596,0.4603959999996393,0.832578
99,99,3,3769.876452951059,0.3216279999997655,0.550962
